asset_id,timestamp,model,response,latency_s,has_pedestrian_railing_value,has_pedestrian_railing_confidence,parse_error,raw_response,error,traceback
118757,2026-05-28T03:22:36.693187,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",9.415,No railings,1.0,,,,
118797,2026-05-28T03:22:43.247534,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",6.552,No railings,1.0,,,,
119811,2026-05-28T03:22:54.205307,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",10.956,No railings,1.0,,,,
119851,2026-05-28T03:23:03.629583,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",9.423,No railings,1.0,,,,
120548,2026-05-28T03:23:10.292994,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",6.632,No railings,1.0,,,,
121354,2026-05-28T03:23:28.612853,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",18.319,2 railings,1.0,,,,
121497,2026-05-28T03:23:39.269583,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 0.95
    }
}",10.655,No railings,0.95,,,,
121755,2026-05-28T03:23:45.718135,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",6.447,No railings,1.0,,,,
121990,2026-05-28T03:23:54.414830,gemma-4-26b-a4b-it,"{""has_pedestrian_railing"": {""value"": ""2 railings"", ""confidence"": 1.0}}",8.69,2 railings,1.0,,,,
121993,2026-05-28T03:24:02.098847,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",7.683,No railings,1.0,,,,
122263,2026-05-28T03:24:10.704912,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",8.605,No railings,1.0,,,,
122444,2026-05-28T03:24:19.809647,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",9.099,No railings,1.0,,,,
123219,2026-05-28T03:24:27.707589,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",7.893,No railings,1.0,,,,
123352,2026-05-28T03:24:37.944814,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",10.228,No railings,1.0,,,,
123354,2026-05-28T03:24:45.924081,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",7.978,No railings,1.0,,,,
124927,2026-05-28T03:24:58.953114,gemma-4-26b-a4b-it,"```json
{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}
```",13.026,2 railings,1.0,,,,
124929,2026-05-28T03:25:10.603893,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",11.646,No railings,1.0,,,,
126178,2026-05-28T03:25:17.676382,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",7.071,No railings,1.0,,,,
126199,2026-05-28T03:25:28.630439,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",10.945,2 railings,1.0,,,,
126334,2026-05-28T03:25:40.719588,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",12.087,2 railings,1.0,,,,
126340,2026-05-28T03:25:53.310069,gemma-4-26b-a4b-it,"```json
{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}
```",12.581,2 railings,1.0,,,,
126721,2026-05-28T03:26:06.825778,gemma-4-26b-a4b-it,"```json
{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}
```",13.505,2 railings,1.0,,,,
126709,2026-05-28T03:26:16.136960,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",9.301,No railings,1.0,,,,
127136,2026-05-28T03:26:25.772895,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",9.634,2 railings,1.0,,,,
127147,2026-05-28T03:26:35.151486,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""1 railing"",
        ""confidence"": 1.0
    }
}",9.373,1 railing,1.0,,,,
127145,2026-05-28T03:26:43.482247,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",8.33,2 railings,1.0,,,,
127203,2026-05-28T03:26:51.591746,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",8.107,No railings,1.0,,,,
127204,2026-05-28T03:27:01.300212,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",9.703,No railings,1.0,,,,
127205,2026-05-28T03:27:10.720287,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",9.418,No railings,1.0,,,,
127388,2026-05-28T03:27:22.608696,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",11.887,2 railings,1.0,,,,
127525,2026-05-28T03:27:43.697269,gemma-4-26b-a4b-it,"```json
{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 0.95
    }
}
```",21.083,No railings,0.95,,,,
128273,2026-05-28T03:27:53.624917,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""2 railings"",
        ""confidence"": 1.0
    }
}",9.92,2 railings,1.0,,,,
129739,2026-05-28T03:28:05.201319,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""No railings"",
        ""confidence"": 1.0
    }
}",11.542,No railings,1.0,,,,
129491,2026-05-28T03:28:14.109829,gemma-4-26b-a4b-it,"{
    ""has_pedestrian_railing"": {
        ""value"": ""1 railing"",
        ""confidence"": 1.0
    }
}",8.907,1 railing,1.0,,,,
102358,2026-05-28T03:28:22.516299,gemma-4-26b-a4b-it,"{""has_pedestrian_railing"": {""value"": ""No railings"", ""confidence"": 1.0}}",8.404,No railings,1.0,,,,
