asset_id,timestamp,model,response,material_frame_tank_body_value,material_frame_tank_body_confidence,parse_error
113203,2026-05-22T02:30:47.641282,gemma-4-26b-a4b-it,,,,True
113204,2026-05-22T02:30:49.685140,gemma-4-26b-a4b-it,,,,True
113205,2026-05-22T02:30:51.938511,gemma-4-26b-a4b-it,,,,True
114558,2026-05-22T02:30:53.648178,gemma-4-26b-a4b-it,,,,True
114567,2026-05-22T02:30:55.728206,gemma-4-26b-a4b-it,,,,True
114575,2026-05-22T02:30:58.541190,gemma-4-26b-a4b-it,,,,True
115090,2026-05-22T02:31:00.434438,gemma-4-26b-a4b-it,,,,True
116610,2026-05-22T02:31:02.484812,gemma-4-26b-a4b-it,,,,True
116732,2026-05-22T02:31:04.738763,gemma-4-26b-a4b-it,,,,True
116796,2026-05-22T02:31:06.629963,gemma-4-26b-a4b-it,,,,True
117205,2026-05-22T02:31:08.938064,gemma-4-26b-a4b-it,,,,True
117219,2026-05-22T02:31:10.882637,gemma-4-26b-a4b-it,,,,True
117590,2026-05-22T02:31:12.718814,gemma-4-26b-a4b-it,,,,True
117800,2026-05-22T02:31:14.979071,gemma-4-26b-a4b-it,,,,True
118199,2026-05-22T02:31:16.872357,gemma-4-26b-a4b-it,,,,True
118556,2026-05-22T02:34:40.733699,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",Timber/Wood,1.0,
120546,2026-05-22T02:35:04.071888,gemma-4-26b-a4b-it,,,,True
120734,2026-05-22T02:35:07.556715,gemma-4-26b-a4b-it,,,,True
121000,2026-05-22T02:35:09.608718,gemma-4-26b-a4b-it,,,,True
121001,2026-05-22T02:35:11.853303,gemma-4-26b-a4b-it,,,,True
121014,2026-05-22T02:35:13.799862,gemma-4-26b-a4b-it,,,,True
121017,2026-05-22T02:35:15.744305,gemma-4-26b-a4b-it,,,,True
121018,2026-05-22T02:35:17.624493,gemma-4-26b-a4b-it,,,,True
121071,2026-05-22T02:35:19.429878,gemma-4-26b-a4b-it,,,,True
121484,2026-05-22T02:35:21.377928,gemma-4-26b-a4b-it,,,,True
121499,2026-05-22T02:35:23.938849,gemma-4-26b-a4b-it,,,,True
121917,2026-05-22T02:35:25.883386,gemma-4-26b-a4b-it,,,,True
121918,2026-05-22T02:35:27.726475,gemma-4-26b-a4b-it,,,,True
121919,2026-05-22T02:35:29.686690,gemma-4-26b-a4b-it,,,,True
121921,2026-05-22T02:35:31.508188,gemma-4-26b-a4b-it,,,,True
122192,2026-05-22T02:37:20.172318,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Steel"",
        ""confidence"": 0.9
    }
}
```",Steel,0.9,
122611,2026-05-22T02:37:27.741567,gemma-4-26b-a4b-it,,,,True
122646,2026-05-22T02:37:29.581249,gemma-4-26b-a4b-it,,,,True
122647,2026-05-22T02:37:31.416215,gemma-4-26b-a4b-it,,,,True
122648,2026-05-22T02:37:33.288939,gemma-4-26b-a4b-it,,,,True
122649,2026-05-22T02:37:35.214504,gemma-4-26b-a4b-it,,,,True
122661,2026-05-22T02:37:37.160327,gemma-4-26b-a4b-it,,,,True
122663,2026-05-22T02:37:39.003427,gemma-4-26b-a4b-it,,,,True
122777,2026-05-22T02:37:40.953069,gemma-4-26b-a4b-it,,,,True
122779,2026-05-22T02:37:42.791777,gemma-4-26b-a4b-it,,,,True
122780,2026-05-22T02:37:44.633815,gemma-4-26b-a4b-it,,,,True
123140,2026-05-22T02:37:46.785734,gemma-4-26b-a4b-it,,,,True
123141,2026-05-22T02:38:19.659164,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.98
    }
}",Timber/Wood,0.98,
123145,2026-05-22T02:38:26.621386,gemma-4-26b-a4b-it,,,,True
123217,2026-05-22T02:38:28.665816,gemma-4-26b-a4b-it,,,,True
123413,2026-05-22T02:38:30.714302,gemma-4-26b-a4b-it,,,,True
123416,2026-05-22T02:38:32.763574,gemma-4-26b-a4b-it,,,,True
123577,2026-05-22T02:38:34.606591,gemma-4-26b-a4b-it,,,,True
123605,2026-05-22T02:39:50.499695,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Metal"",
        ""confidence"": 0.9
    }
}",Metal,0.9,
123618,2026-05-22T02:39:57.556285,gemma-4-26b-a4b-it,,,,True
124042,2026-05-22T02:39:59.598134,gemma-4-26b-a4b-it,,,,True
124044,2026-05-22T02:40:02.062013,gemma-4-26b-a4b-it,,,,True
124045,2026-05-22T02:40:03.877797,gemma-4-26b-a4b-it,,,,True
125311,2026-05-22T02:40:06.152791,gemma-4-26b-a4b-it,,,,True
125976,2026-05-22T02:40:08.102686,gemma-4-26b-a4b-it,,,,True
126696,2026-05-22T02:40:10.246973,gemma-4-26b-a4b-it,,,,True
126777,2026-05-22T02:40:12.296861,gemma-4-26b-a4b-it,,,,True
126796,2026-05-22T02:40:38.822806,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",Timber/Wood,1.0,
126797,2026-05-22T02:40:46.091157,gemma-4-26b-a4b-it,,,,True
127081,2026-05-22T02:41:08.429471,gemma-4-26b-a4b-it,"```json
{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.9
    }
}
```",Timber/Wood,0.9,
127144,2026-05-22T02:43:01.062942,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 1.0
    }
}",Timber/Wood,1.0,
127152,2026-05-22T02:43:07.913893,gemma-4-26b-a4b-it,,,,True
127157,2026-05-22T02:43:11.910263,gemma-4-26b-a4b-it,,,,True
127168,2026-05-22T02:44:03.119332,gemma-4-26b-a4b-it,"{
    ""material_frame_tank_body"": {
        ""value"": ""Timber/Wood"",
        ""confidence"": 0.95
    }
}",Timber/Wood,0.95,
127169,2026-05-22T02:44:12.119885,gemma-4-26b-a4b-it,,,,True
89654,2026-05-22T02:44:13.962534,gemma-4-26b-a4b-it,,,,True
89716,2026-05-22T02:44:17.136834,gemma-4-26b-a4b-it,,,,True
