asset_id,timestamp,model,response,structure_position_value,structure_position_confidence,parse_error,has_pedestrian_railing_value,has_pedestrian_railing_confidence,material_frame_tank_body_value,material_frame_tank_body_confidence,fall_height_bin_value,fall_height_bin_confidence,steps_bin_value,steps_bin_confidence
105614,2026-05-27T08:36:32.521381,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.9
    }
}",At-Grade,0.9,,2 railings,1.0,Timber/Wood,1.0,,,,
105616,2026-05-27T08:36:41.655357,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 1.0
    }
}",At-Grade,1.0,,No railings,1.0,Timber/Wood,1.0,,,many (>20),0.95
105617,2026-05-27T08:36:50.877539,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,0.95,,,,
105619,2026-05-27T08:36:59.556284,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,1.0,,,,
105817,2026-05-27T08:37:15.860507,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 0.9
    }
}",Elevated,0.9,,2 railings,1.0,Timber/Wood,1.0,,,,
105824,2026-05-27T08:37:24.474907,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 1.0
    }
}",Elevated,1.0,,No railings,1.0,Timber/Wood,1.0,,,,
105840,2026-05-27T08:37:33.179391,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 1.0
    }
}",Elevated,1.0,,1 railing,1.0,Timber/Wood,1.0,,,many (>20),0.95
105855,2026-05-27T08:37:42.814494,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 1.0
    }
}",At-Grade,1.0,,1 railing,0.95,Timber/Wood,1.0,,,,
106011,2026-05-27T08:37:52.030473,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 1.0
    }
}",At-Grade,1.0,,No railings,1.0,Timber/Wood,1.0,,,,
106065,2026-05-27T08:38:00.131746,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.9
    }
}",At-Grade,0.9,,No railings,1.0,Concrete,0.95,,,,
106066,2026-05-27T08:38:10.258041,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 1.0
    }
}",At-Grade,1.0,,No railings,1.0,Concrete,1.0,,,,
106068,2026-05-27T08:38:18.289724,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,1 railing,1.0,Concrete,0.95,,,,
106071,2026-05-27T08:38:29.098350,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Concrete,1.0,,,,
106072,2026-05-27T08:38:37.499954,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Concrete,1.0,,,,
106073,2026-05-27T08:38:45.751586,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 1.0
    }
}",At-Grade,1.0,,No railings,1.0,Concrete,1.0,,,,
106074,2026-05-27T08:38:55.829181,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,1 railing,1.0,Concrete,1.0,,,,
106506,2026-05-27T08:39:03.608883,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 1.0
    }
}",At-Grade,1.0,,No railings,1.0,Timber/Wood,0.95,,,,
106583,2026-05-27T08:39:12.106513,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,1 railing,1.0,Concrete,0.95,,,,
106584,2026-05-27T08:39:20.914055,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,1 railing,1.0,Concrete,0.95,,,,
107290,2026-05-27T08:39:36.276168,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.9
    }
}",At-Grade,0.9,,No railings,1.0,Timber/Wood,0.95,,,,
107471,2026-05-27T08:39:44.574046,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,0.95,,,,
107475,2026-05-27T08:39:53.378677,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 1.0
    }
}",At-Grade,1.0,,No railings,1.0,Timber/Wood,1.0,,,,
107485,2026-05-27T08:40:03.011164,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,0.95,,,,
107490,2026-05-27T08:40:11.618398,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,1.0,,,,
107516,2026-05-27T08:40:20.209158,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,0.95,,,,
107518,2026-05-27T08:40:28.704683,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,1.0,,,,
107667,2026-05-27T08:40:37.001724,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 1.0
    }
}",At-Grade,1.0,,2 railings,1.0,Concrete,1.0,,,,
107876,2026-05-27T08:40:45.298056,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,0.95,,,,
107878,2026-05-27T08:40:54.943369,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 0.95
    }
}",Elevated,0.95,,No railings,1.0,Timber/Wood,1.0,,,,
107879,2026-05-27T08:41:03.320782,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 0.95
    }
}",Elevated,0.95,,No railings,1.0,Timber/Wood,1.0,,,,
107894,2026-05-27T08:41:13.155185,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 0.9
    }
}",Elevated,0.9,,1 railing,0.9,Timber/Wood,1.0,,,,
107899,2026-05-27T08:41:21.444874,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 0.95
    }
}",Elevated,0.95,,1 railing,1.0,Timber/Wood,1.0,,,,
107903,2026-05-27T08:41:30.152007,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,0.9,,,,
107905,2026-05-27T08:41:38.958054,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,0.95,,,,
107913,2026-05-27T08:41:47.968101,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,1.0,,,,
107917,2026-05-27T08:41:56.987446,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,0.9,,,,
107918,2026-05-27T08:42:05.383239,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 1.0
    }
}",At-Grade,1.0,,No railings,1.0,Timber/Wood,0.95,,,,
107927,2026-05-27T08:42:14.135544,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 1.0
    }
}",At-Grade,1.0,,No railings,1.0,Timber/Wood,0.95,,,,
107928,,,,,,,No railings,1.0,Timber/Wood,1.0,,,,
107929,,,,,,,No railings,1.0,Timber/Wood,0.95,,,,
107931,,,,,,,No railings,1.0,Timber/Wood,0.9,,,,
107932,,,,,,,No railings,1.0,Timber/Wood,1.0,,,,
107935,,,,,,,No railings,1.0,Timber/Wood,0.9,,,,
107937,,,,,,,No railings,1.0,Timber/Wood,1.0,,,,
107941,,,,,,,No railings,1.0,Timber/Wood,0.95,,,,
107942,,,,,,,No railings,1.0,Timber/Wood,0.95,,,,
107943,,,,,,,No railings,1.0,Timber/Wood,0.95,,,,
107945,,,,,,,No railings,1.0,Timber/Wood,0.95,,,,
107947,,,,,,,No railings,1.0,Timber/Wood,0.95,,,,
107950,2026-05-27T08:42:23.093913,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,0.95,,,,
107972,,,,,,,No railings,1.0,Timber/Wood,0.95,,,,
107974,2026-05-27T08:42:31.796036,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,0.95,,,,
107975,2026-05-27T08:42:40.193922,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.9
    }
}",At-Grade,0.9,,No railings,0.95,Timber/Wood,0.95,,,,
107977,2026-05-27T08:42:48.650978,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,0.9,,,,
107983,2026-05-27T08:42:56.579271,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,1.0,,,,
107999,2026-05-27T08:43:05.077039,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 1.0
    }
}",At-Grade,1.0,,No railings,1.0,Timber/Wood,1.0,,,,
108004,2026-05-27T08:43:13.579685,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,0.95,,,,
108005,2026-05-27T08:43:23.919844,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.9
    }
}",At-Grade,0.9,,No railings,1.0,Timber/Wood,1.0,,,,
108010,2026-05-27T08:43:32.370671,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 0.95
    }
}",Elevated,0.95,,No railings,0.95,Timber/Wood,0.95,,,,
108012,2026-05-27T08:43:40.203364,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,0.95,,,,
108028,2026-05-27T08:43:48.907085,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 1.0
    }
}",At-Grade,1.0,,No railings,1.0,Timber/Wood,1.0,,,,
108241,,,,,,,No railings,1.0,Timber/Wood,0.95,,,,
108734,,,,,,,No railings,1.0,Timber/Wood,1.0,,,,
108764,,,,,,,No railings,1.0,,,,,,
108862,2026-05-27T08:43:56.896835,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,2 railings,1.0,Concrete,0.95,,,,
108868,2026-05-27T08:44:05.397262,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,2 railings,1.0,Concrete,1.0,,,,
109154,2026-05-27T08:44:19.220994,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.9
    }
}",At-Grade,0.9,,No railings,1.0,Timber/Wood,1.0,,,,
109165,2026-05-27T08:44:28.357714,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,1 railing,0.9,Timber/Wood,0.95,,,,
109628,2026-05-27T08:44:36.933796,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,1 railing,1.0,Timber/Wood,0.95,,,,
109801,2026-05-27T08:44:47.016016,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.9
    }
}",At-Grade,0.9,,1 railing,0.95,Concrete,1.0,,,,
109803,2026-05-27T08:44:55.489422,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,1 railing,1.0,Concrete,1.0,,,,
109804,2026-05-27T08:45:04.579946,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.9
    }
}",At-Grade,0.9,,1 railing,1.0,Concrete,1.0,,,,
109806,2026-05-27T08:45:13.287534,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,1 railing,1.0,Concrete,1.0,,,,
109807,2026-05-27T08:45:22.910523,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Concrete,0.98,,,,
109919,2026-05-27T08:45:38.783932,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.9
    }
}",At-Grade,0.9,,2 railings,1.0,Timber/Wood,0.9,,,,
110086,2026-05-27T08:45:47.591641,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,1 railing,1.0,Rock/Stone,0.95,,,,
110087,,,,,,,,,Rock/Stone,0.95,,,,
110173,2026-05-27T08:45:55.639860,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.9
    }
}",At-Grade,0.9,,No railings,1.0,Metal,0.9,,,,
110284,2026-05-27T08:46:06.332023,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.9
    }
}",At-Grade,0.9,,No railings,1.0,Timber/Wood,1.0,,,,
110287,2026-05-27T08:46:18.828596,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 0.9
    }
}",Elevated,0.9,,1 railing,1.0,Timber/Wood,1.0,,,,
110371,2026-05-27T08:46:27.420821,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,0.95,,,,
110568,2026-05-27T08:46:36.309943,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 0.95
    }
}",Elevated,0.95,,2 railings,1.0,Timber/Wood,1.0,,,,
110703,2026-05-27T08:46:44.935104,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,1.0,,,,
110828,2026-05-27T08:46:58.467156,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 0.9
    }
}",Elevated,0.9,,,,,,,,,
110871,2026-05-27T08:47:07.062744,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,0.95,,,,
111450,2026-05-27T08:47:15.998974,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 1.0
    }
}",At-Grade,1.0,,No railings,1.0,Timber/Wood,0.95,,,,
111458,2026-05-27T08:47:23.785869,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 1.0
    }
}",At-Grade,1.0,,No railings,1.0,Timber/Wood,0.95,,,,
111482,2026-05-27T08:47:33.119518,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,1 railing,1.0,Rock/Stone,0.95,,,,
111583,2026-05-27T08:47:42.077824,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,,,Rock/Stone,0.95,,,,
112127,2026-05-27T08:47:50.784647,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,1.0,,,,
112342,2026-05-27T08:47:59.698379,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 0.95
    }
}",Elevated,0.95,,1 railing,1.0,Timber/Wood,0.9,,,,
112490,2026-05-27T08:48:08.712246,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 1.0
    }
}",At-Grade,1.0,,No railings,1.0,Timber/Wood,1.0,,,,
112573,2026-05-27T08:48:20.658224,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.9
    }
}",At-Grade,0.9,,No railings,0.95,Timber/Wood,0.95,,,,
112902,2026-05-27T08:48:29.286529,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,1.0,,,,
112908,2026-05-27T08:48:38.605153,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.9
    }
}",At-Grade,0.9,,1 railing,0.9,Concrete,1.0,,,,
113157,2026-05-27T08:48:50.895073,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 0.9
    }
}",Elevated,0.9,,1 railing,0.95,Timber/Wood,1.0,,,,
113161,2026-05-27T08:49:01.748714,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 0.9
    }
}",Elevated,0.9,,1 railing,0.9,Timber/Wood,0.95,,,,
113187,2026-05-27T08:49:10.149980,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 0.95
    }
}",Elevated,0.95,,1 railing,1.0,Timber/Wood,1.0,,,,
113193,2026-05-27T08:49:18.643563,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,1 railing,1.0,Timber/Wood,1.0,,,,
113194,2026-05-27T08:49:28.372314,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 0.9
    }
}",Elevated,0.9,,2 railings,0.9,Timber/Wood,1.0,,,,
113196,2026-05-27T08:49:43.529281,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.9
    }
}",At-Grade,0.9,,1 railing,1.0,Timber/Wood,1.0,,,,
113200,2026-05-27T08:49:52.438153,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 1.0
    }
}",At-Grade,1.0,,No railings,1.0,Timber/Wood,0.95,,,,
113203,2026-05-27T08:50:02.376820,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 0.9
    }
}",Elevated,0.9,,1 railing,1.0,Timber/Wood,1.0,,,,
113204,2026-05-27T08:50:11.279588,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 0.95
    }
}",Elevated,0.95,,2 railings,0.9,Timber/Wood,0.95,,,,
113205,2026-05-27T08:50:21.035802,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 0.95
    }
}",Elevated,0.95,,1 railing,1.0,Timber/Wood,1.0,,,,
114558,2026-05-27T08:50:35.653954,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 0.8
    }
}",Elevated,0.8,,No railings,0.95,Concrete,0.9,,,,
114567,,,,,,,,,Concrete,0.9,,,,
114575,2026-05-27T08:50:44.469793,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 1.0
    }
}",At-Grade,1.0,,No railings,1.0,Timber/Wood,0.95,,,,
115090,2026-05-27T08:50:52.754257,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 1.0
    }
}",At-Grade,1.0,,1 railing,1.0,Concrete,1.0,,,,
116610,2026-05-27T08:51:05.966380,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 0.9
    }
}",Elevated,0.9,,2 railings,1.0,Timber/Wood,1.0,,,,
116732,,,,,,,No railings,1.0,Timber/Wood,0.95,,,,
116796,2026-05-27T08:51:15.295813,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 0.95
    }
}",Elevated,0.95,,1 railing,1.0,Timber/Wood,1.0,,,,
117205,2026-05-27T08:51:27.877312,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 0.9
    }
}",Elevated,0.9,,1 railing,1.0,Timber/Wood,1.0,,,,
117219,2026-05-27T08:51:37.093543,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 0.95
    }
}",Elevated,0.95,,1 railing,1.0,Timber/Wood,1.0,,,,
117590,2026-05-27T08:51:52.973686,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 0.85
    }
}",Elevated,0.85,,No railings,1.0,Timber/Wood,1.0,,,,
117800,2026-05-27T08:52:02.390393,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,0.95,,,,
118199,2026-05-27T08:52:10.784492,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 1.0
    }
}",Elevated,1.0,,2 railings,1.0,Metal,1.0,,,,
118556,2026-05-27T08:52:19.151950,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 0.95
    }
}",Elevated,0.95,,1 railing,1.0,Timber/Wood,0.95,,,,
120546,2026-05-27T08:52:27.585052,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,1.0,,,,
120734,2026-05-27T08:52:36.999350,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.9
    }
}",At-Grade,0.9,,No railings,1.0,Timber/Wood,0.95,,,,
121000,2026-05-27T08:52:49.393881,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 0.9
    }
}",Elevated,0.9,,2 railings,0.9,Timber/Wood,1.0,,,,
121001,2026-05-27T08:53:00.040757,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 0.95
    }
}",Elevated,0.95,,1 railing,0.95,Timber/Wood,1.0,,,,
121014,2026-05-27T08:53:27.106033,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.9
    }
}",At-Grade,0.9,,No railings,1.0,Timber/Wood,1.0,,,,
121017,2026-05-27T08:53:35.286675,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 0.95
    }
}",Elevated,0.95,,No railings,1.0,Timber/Wood,1.0,,,,
121018,2026-05-27T08:53:46.756420,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 0.9
    }
}",Elevated,0.9,,1 railing,1.0,Timber/Wood,1.0,,,,
121071,2026-05-27T08:53:54.951846,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,0.95,,,,
121484,2026-05-27T08:54:03.145192,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 1.0
    }
}",At-Grade,1.0,,No railings,1.0,Timber/Wood,0.95,,,,
121499,2026-05-27T08:54:11.134224,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 1.0
    }
}",Elevated,1.0,,2 railings,1.0,Timber/Wood,0.95,high (>1.2m),0.95,many (>20),0.9
121917,2026-05-27T08:54:19.936257,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,,,Timber/Wood,1.0,,,,
121918,2026-05-27T08:54:28.984169,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 0.95
    }
}",Elevated,0.95,,1 railing,0.9,Timber/Wood,0.95,,,,
121919,2026-05-27T08:54:41.340216,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 0.9
    }
}",Elevated,0.9,,2 railings,1.0,Timber/Wood,0.95,,,,
121921,2026-05-27T08:54:54.365936,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.9
    }
}",At-Grade,0.9,,2 railings,1.0,Timber/Wood,1.0,,,,
122192,2026-05-27T08:55:04.588290,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 0.95
    }
}",Elevated,0.95,,No railings,0.99,Metal,0.95,,,,
122611,2026-05-27T08:55:13.806225,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.9
    }
}",At-Grade,0.9,,No railings,1.0,Timber/Wood,1.0,,,,
122646,2026-05-27T08:55:22.509280,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 0.95
    }
}",Elevated,0.95,,2 railings,1.0,Timber/Wood,1.0,,,,
