,image_path,file_exists,asset_id,profile_id,profile_name,description,file_id,filename,attr_abutment_material,attr_bridge_type,attr_decking_material,attr_fall_height,attr_has_edge_guard,attr_has_pedestrian_railing,attr_length,"attr_material_frame,_tank,_body",attr_number_of_steps,attr_structure_material,attr_structure_position,attr_width,Length measured by staff,length_bin,width_bin,fall_height_bin,steps_bin
2045,data/citywide/images/253/90647/83296__AST_EX_20250521_120340.jpeg,True,90647,253,Trail Bridge,Large Metal Trail Bridge,83296,AST_EX_20250521_120340.jpeg,,,,,,2 railings,,,,,,,False,,,,
2046,data/citywide/images/253/90647/83297__AST_EX_20250521_120246.jpeg,True,90647,253,Trail Bridge,Large Metal Trail Bridge,83297,AST_EX_20250521_120246.jpeg,,,,,,2 railings,,,,,,,False,,,,
2047,data/citywide/images/253/90641/24138__AST_IM_20210923_113153.jpeg,False,90641,253,Trail Bridge,Treated wood bridge with Gabion basket abutments,24138,AST_IM_20210923_113153.jpeg,,,,,,No railings,,,,,,,False,,,,
2048,data/citywide/images/253/90647/24136__AST_IM_20210923_113542.jpeg,False,90647,253,Trail Bridge,Large Metal Trail Bridge,24136,AST_IM_20210923_113542.jpeg,,,,,,2 railings,,,,,,,False,,,,
2049,data/citywide/images/253/91248/25207__AST_IM_20211002_121352.jpeg,True,91248,253,Trail Bridge,"Wooden bridge, railing present, metal abutment, wood flooring, wood is in poor condition; rotting and loose fitting on rail. Floor boards OK. Metal beams good condition. ",25207,AST_IM_20211002_121352.jpeg,Concrete,Beam,Timber,,,No railings,,,,Aluminum,,,False,,,,
2050,data/citywide/images/253/91248/62914__AST_EX_20220910_110610.jpeg,True,91248,253,Trail Bridge,"Wooden bridge, railing present, metal abutment, wood flooring, wood is in poor condition; rotting and loose fitting on rail. Floor boards OK. Metal beams good condition. ",62914,AST_EX_20220910_110610.jpeg,Concrete,Beam,Timber,,,No railings,,,,Aluminum,,,False,,,,
2051,data/citywide/images/253/91253/74513__AST_EX_20240917_143548.jpeg,True,91253,253,Trail Bridge,Bridge replaced by RST in 2025 - OUTSIDE OF PARK BOUNDARY - REC SITES AND TRAILS BRIDGE. BCP Asset costs only reflects maintenance cost - joint effort to maintain facility.,74513,AST_EX_20240917_143548.jpeg,,,Timber,,,,13.7,,,,,,True,medium (6-20m),,,
2052,data/citywide/images/253/91832/26360__IMG_1112.JPEG,True,91832,253,Trail Bridge,,26360,IMG_1112.JPEG,Timber,Truss,Timber,,,,15.0,,,Timber,,2.0,True,medium (6-20m),wide (>1.5m),,
2053,data/citywide/images/253/92090/27345__AST_IM_20211013_112429.jpeg,True,92090,253,Trail Bridge,Laura Creek side,27345,AST_IM_20211013_112429.jpeg,,,,,,No railings,,,,,,,False,,,,
2054,data/citywide/images/253/92090/27346__AST_IM_20211013_112436.jpeg,True,92090,253,Trail Bridge,Laura Creek side,27346,AST_IM_20211013_112436.jpeg,,,,,,No railings,,,,,,,False,,,,
2055,data/citywide/images/253/92151/27544__AST_IM_20211013_154344.jpeg,True,92151,253,Trail Bridge,Good shape ,27544,AST_IM_20211013_154344.jpeg,,,,,,No railings,,,,,,,False,,,,
2056,data/citywide/images/253/92160/27538__AST_IM_20211013_141222.jpeg,True,92160,253,Trail Bridge,Good shape 2,27538,AST_IM_20211013_141222.jpeg,,,,,,No railings,,,,,,,False,,,,
2057,data/citywide/images/253/92160/55653__AST_EX_20220724_135452.jpeg,True,92160,253,Trail Bridge,Good shape 2,55653,AST_EX_20220724_135452.jpeg,,,,,,No railings,,,,,,,False,,,,
2058,data/citywide/images/253/92164/56111__AST_EX_20220725_113304.jpeg,True,92164,253,Trail Bridge,X5,56111,AST_EX_20220725_113304.jpeg,Timber,Beam,Timber,,,No railings,3.0,,,Timber,,0.5,True,short (<6m),narrow (<0.9m),,
2059,data/citywide/images/253/92794/29219__AST_IM_20211021_143332.jpeg,True,92794,253,Trail Bridge,Good,29219,AST_IM_20211021_143332.jpeg,Timber,Beam,Timber,,,,2.0,,,Timber,,1.5,True,short (<6m),wide (>1.5m),,
2060,data/citywide/images/253/92801/29224__AST_IM_20211012_113547.jpeg,True,92801,253,Trail Bridge,2.5 m long bridge by 1.5m wide | 80% good,29224,AST_IM_20211012_113547.jpeg,Timber,Beam,Timber,,,No railings,2.5,,,Timber,,1.25,True,short (<6m),standard (0.9-1.5m),,
2061,data/citywide/images/253/92801/55915__AST_EX_20220726_094520.jpeg,True,92801,253,Trail Bridge,2.5 m long bridge by 1.5m wide | 80% good,55915,AST_EX_20220726_094520.jpeg,Timber,Beam,Timber,,,No railings,2.5,,,Timber,,1.25,True,short (<6m),standard (0.9-1.5m),,
2062,data/citywide/images/253/92801/55918__AST_EX_20220726_094541.jpeg,True,92801,253,Trail Bridge,2.5 m long bridge by 1.5m wide | 80% good,55918,AST_EX_20220726_094541.jpeg,Timber,Beam,Timber,,,No railings,2.5,,,Timber,,1.25,True,short (<6m),standard (0.9-1.5m),,
2063,data/citywide/images/253/92854/29466__AST_IM_20211026_111254.jpeg,True,92854,253,Trail Bridge,"Wood deck, steel stringers. 12 feet long by5 feet wide",29466,AST_IM_20211026_111254.jpeg,Concrete,Beam,Timber,,,No railings,5.0,,,Steel,,1.52,True,short (<6m),wide (>1.5m),,
2064,data/citywide/images/253/92854/78656__AST_EX_20250123_152953.jpeg,True,92854,253,Trail Bridge,"Wood deck, steel stringers. 12 feet long by5 feet wide",78656,AST_EX_20250123_152953.jpeg,Concrete,Beam,Timber,,,No railings,5.0,,,Steel,,1.52,True,short (<6m),wide (>1.5m),,
2065,data/citywide/images/253/92854/78659__AST_EX_20250123_153004.jpeg,True,92854,253,Trail Bridge,"Wood deck, steel stringers. 12 feet long by5 feet wide",78659,AST_EX_20250123_153004.jpeg,Concrete,Beam,Timber,,,No railings,5.0,,,Steel,,1.52,True,short (<6m),wide (>1.5m),,
2066,data/citywide/images/253/92854/78660__AST_EX_20250123_153113.jpeg,True,92854,253,Trail Bridge,"Wood deck, steel stringers. 12 feet long by5 feet wide",78660,AST_EX_20250123_153113.jpeg,Concrete,Beam,Timber,,,No railings,5.0,,,Steel,,1.52,True,short (<6m),wide (>1.5m),,
2067,data/citywide/images/253/92854/78661__AST_EX_20250123_153104.jpeg,True,92854,253,Trail Bridge,"Wood deck, steel stringers. 12 feet long by5 feet wide",78661,AST_EX_20250123_153104.jpeg,Concrete,Beam,Timber,,,No railings,5.0,,,Steel,,1.52,True,short (<6m),wide (>1.5m),,
2068,data/citywide/images/253/92854/78662__AST_EX_20250123_152944.jpeg,True,92854,253,Trail Bridge,"Wood deck, steel stringers. 12 feet long by5 feet wide",78662,AST_EX_20250123_152944.jpeg,Concrete,Beam,Timber,,,No railings,5.0,,,Steel,,1.52,True,short (<6m),wide (>1.5m),,
2069,data/citywide/images/253/92854/78664__AST_EX_20250123_152826.jpeg,True,92854,253,Trail Bridge,"Wood deck, steel stringers. 12 feet long by5 feet wide",78664,AST_EX_20250123_152826.jpeg,Concrete,Beam,Timber,,,No railings,5.0,,,Steel,,1.52,True,short (<6m),wide (>1.5m),,
2070,data/citywide/images/253/92872/29477__AST_IM_20211022_120746.jpeg,True,92872,253,Trail Bridge,"13m long bridge, 1m high. Good",29477,AST_IM_20211022_120746.jpeg,Timber,Beam,Timber,,,,13.0,,,Timber,,,True,medium (6-20m),,,
2071,data/citywide/images/253/93036/29706__AST_IM_20211029_125434.jpeg,True,93036,253,Trail Bridge,,29706,AST_IM_20211029_125434.jpeg,Timber,Beam,Timber,,,No railings,3.0,,,Timber,,1.0,True,short (<6m),standard (0.9-1.5m),,
2072,data/citywide/images/253/93038/29700__AST_IM_20211029_141824.jpeg,True,93038,253,Trail Bridge,,29700,AST_IM_20211029_141824.jpeg,Timber,Beam,Timber,,,No railings,4.0,,,Timber,,1.0,True,short (<6m),standard (0.9-1.5m),,
2073,data/citywide/images/253/93043/29697__AST_IM_20211029_132630.jpeg,True,93043,253,Trail Bridge,,29697,AST_IM_20211029_132630.jpeg,Timber,Beam,Timber,,,No railings,4.0,,,Timber,,1.0,True,short (<6m),standard (0.9-1.5m),,
2074,data/citywide/images/253/94144/32678__Babcock_Bridge___2.jpg,True,94144,253,Trail Bridge,"Aluminum truss with fiberglass grate decking. 723.00"" length x 55.50"" width x 76.00"" height.",32678,Babcock Bridge # 2.jpg,Concrete,Truss,Composite,,,,,,,Aluminum,,1.4,False,,standard (0.9-1.5m),,
2075,data/citywide/images/253/94172/33048__AST_IM_20211126_125544.jpeg,True,94172,253,Trail Bridge,Bridge,33048,AST_IM_20211126_125544.jpeg,,,,,,No railings,,Timber/Wood,,,,,False,,,,
2076,data/citywide/images/253/94177/33072__AST_IM_20211126_123608.jpeg,True,94177,253,Trail Bridge,"2x8, 3 across 12ft long - wood rotting, not to standard.",33072,AST_IM_20211126_123608.jpeg,Timber,,Timber,,,,4.0,,,Timber,,3.0,True,short (<6m),wide (>1.5m),,
2077,data/citywide/images/253/95947/35513__AST_IM_20220121_144127.jpeg,True,95947,253,Trail Bridge,,35513,AST_IM_20220121_144127.jpeg,,,,,,No railings,,Timber/Wood,,,,,False,,,,
2078,data/citywide/images/253/95947/35517__AST_IM_20220121_144121.jpeg,True,95947,253,Trail Bridge,,35517,AST_IM_20220121_144121.jpeg,,,,,,No railings,,Timber/Wood,,,,,False,,,,
2079,data/citywide/images/253/95947/71801__AST_EX_20240730_131657.jpeg,True,95947,253,Trail Bridge,,71801,AST_EX_20240730_131657.jpeg,,,,,,No railings,,Timber/Wood,,,,,False,,,,
2080,data/citywide/images/253/95947/71803__AST_EX_20240730_131643.jpeg,True,95947,253,Trail Bridge,,71803,AST_EX_20240730_131643.jpeg,,,,,,No railings,,Timber/Wood,,,,,False,,,,
2081,data/citywide/images/253/95948/35519__AST_IM_20220121_144207.jpeg,True,95948,253,Trail Bridge,,35519,AST_IM_20220121_144207.jpeg,,,,,,2 railings,,Timber/Wood,,,,,False,,,,
2082,data/citywide/images/253/95948/71800__AST_EX_20240730_131759.jpeg,True,95948,253,Trail Bridge,,71800,AST_EX_20240730_131759.jpeg,,,,,,2 railings,,Timber/Wood,,,,,False,,,,
2083,data/citywide/images/253/96291/35806__P6110132.JPG,True,96291,253,Trail Bridge,Small bridge from dimensional lumber on trail to portage outhouse,35806,P6110132.JPG,,Beam,Timber,,,No railings,2.0,,,Timber,,1.0,True,short (<6m),standard (0.9-1.5m),,
2084,data/citywide/images/253/96292/35807__P6110130.JPG,True,96292,253,Trail Bridge,Small bridge over drainage by infoshelter. Dimensional lumber.,35807,P6110130.JPG,,Beam,Timber,,,No railings,2.0,,,Timber,,2.0,True,short (<6m),wide (>1.5m),,
2085,data/citywide/images/253/96854/36702__emily_lake_2.jpg,True,96854,253,Trail Bridge,Bridge over creek - Maintained by Heltsuik Nation,36702,emily lake 2.jpg,Timber,Beam,Timber,,,,,,,Timber,,,False,,,,
2086,data/citywide/images/253/96854/36703__emily_lake_3.jpg,True,96854,253,Trail Bridge,Bridge over creek - Maintained by Heltsuik Nation,36703,emily lake 3.jpg,Timber,Beam,Timber,,,,,,,Timber,,,False,,,,
2087,data/citywide/images/253/96884/36758__AST_IM_20220314_141659.jpeg,True,96884,253,Trail Bridge,,36758,AST_IM_20220314_141659.jpeg,,,,,,2 railings,,Timber/Wood,,,,,False,,,,
2088,data/citywide/images/253/96884/36759__AST_IM_20220314_141646.jpeg,True,96884,253,Trail Bridge,,36759,AST_IM_20220314_141646.jpeg,,,,,,2 railings,,Timber/Wood,,,,,False,,,,
2089,data/citywide/images/253/97442/39025__AST_IM_20220407_132853.jpeg,True,97442,253,Trail Bridge,"Condition 15%, length 6m, width 1.25 m, split log",39025,AST_IM_20220407_132853.jpeg,,,,,,No railings,,,,,,,False,,,,
2090,data/citywide/images/253/97444/39019__AST_IM_20220407_145222.jpeg,True,97444,253,Trail Bridge,"Condition 70%; length 15 ft, width 3 ft, split log",39019,AST_IM_20220407_145222.jpeg,,,,,,No railings,,,,,,,False,,,,
2091,data/citywide/images/253/97446/39018__AST_IM_20220407_134129.jpeg,True,97446,253,Trail Bridge,"Condition 25%; Rustic timber bridge; 7 ft length; width 15""; entire span of creek is 16 ft",39018,AST_IM_20220407_134129.jpeg,,,,,,No railings,,,,,,,False,,,,
2092,data/citywide/images/253/97446/39026__AST_IM_20220407_134147.jpeg,True,97446,253,Trail Bridge,"Condition 25%; Rustic timber bridge; 7 ft length; width 15""; entire span of creek is 16 ft",39026,AST_IM_20220407_134147.jpeg,,,,,,No railings,,,,,,,False,,,,
2093,data/citywide/images/253/97447/39020__AST_IM_20220407_125412.jpeg,True,97447,253,Trail Bridge,Condition 79%; chains intact,39020,AST_IM_20220407_125412.jpeg,,,,,,No railings,,,,,,,False,,,,
2094,data/citywide/images/253/97817/39166__AST_IM_20220412_144940.jpeg,True,97817,253,Trail Bridge,E-team foot bridge 16ft long x3ft wide with 2x handrails and rock gabian,39166,AST_IM_20220412_144940.jpeg,Gabions,,Timber,,,,6.0,,,Timber,,1.0,True,medium (6-20m),standard (0.9-1.5m),,
2095,data/citywide/images/253/97817/39167__AST_IM_20220412_144924.jpeg,True,97817,253,Trail Bridge,E-team foot bridge 16ft long x3ft wide with 2x handrails and rock gabian,39167,AST_IM_20220412_144924.jpeg,Gabions,,Timber,,,,6.0,,,Timber,,1.0,True,medium (6-20m),standard (0.9-1.5m),,
2096,data/citywide/images/253/97817/64949__AST_EX_20230516_133152.jpeg,True,97817,253,Trail Bridge,E-team foot bridge 16ft long x3ft wide with 2x handrails and rock gabian,64949,AST_EX_20230516_133152.jpeg,Gabions,,Timber,,,,6.0,,,Timber,,1.0,True,medium (6-20m),standard (0.9-1.5m),,
2097,data/citywide/images/253/97817/92613__AST_EX_20260217_155044.jpeg,True,97817,253,Trail Bridge,E-team foot bridge 16ft long x3ft wide with 2x handrails and rock gabian,92613,AST_EX_20260217_155044.jpeg,Gabions,,Timber,,,,6.0,,,Timber,,1.0,True,medium (6-20m),standard (0.9-1.5m),,
2098,data/citywide/images/253/98336/40065__Fang_Bridge.jpg,True,98336,253,Trail Bridge,Log bridge with 2x8 decking and hand railing,40065,Fang Bridge.jpg,Timber,Beam,Timber,,,,40.0,,,Timber,,1.3,True,long (>20m),standard (0.9-1.5m),,
2099,data/citywide/images/253/98336/40066__Fang_Bridge_2.jpg,True,98336,253,Trail Bridge,Log bridge with 2x8 decking and hand railing,40066,Fang Bridge 2.jpg,Timber,Beam,Timber,,,,40.0,,,Timber,,1.3,True,long (>20m),standard (0.9-1.5m),,
2100,data/citywide/images/253/98498/40292__AST_IM_20220504_112521.jpeg,True,98498,253,Trail Bridge,VGC,40292,AST_IM_20220504_112521.jpeg,Timber,Beam,Timber,,,,10.0,,,Timber,,1.5,True,medium (6-20m),wide (>1.5m),,
2101,data/citywide/images/253/98531/40392__AST_IM_20220508_132058.jpeg,True,98531,253,Trail Bridge,New bridge 2018. 22 feet approx,40392,AST_IM_20220508_132058.jpeg,Timber,Beam,Timber,,,,7.0,,,,,1.2,True,medium (6-20m),standard (0.9-1.5m),,
2102,data/citywide/images/253/99455/69184__AST_EX_20240605_104806.jpeg,True,99455,253,Trail Bridge,"6Th Bridge Heading East From Parking Lot On Windy Joe/West Similkameen Trail. Washed Away Down Stream, No Longer Connecting The Two River Banks OLD Monarch Creek bridge site.",69184,AST_EX_20240605_104806.jpeg,,,,,,No railings,,,,,,,,,,,
2103,data/citywide/images/253/99611/42725__AST_IM_20220518_133647.jpeg,True,99611,253,Trail Bridge,Wooden decking on metal beam stringers - 30 feet long X 4 feet wide (9m x 1.25m) - 2 Wooden handrails - abutment with gabions,42725,AST_IM_20220518_133647.jpeg,Gabions,Beam,Timber,,,,9.0,,,Steel,,1.25,True,medium (6-20m),standard (0.9-1.5m),,
2104,data/citywide/images/253/99611/42728__AST_IM_20220518_133713.jpeg,True,99611,253,Trail Bridge,Wooden decking on metal beam stringers - 30 feet long X 4 feet wide (9m x 1.25m) - 2 Wooden handrails - abutment with gabions,42728,AST_IM_20220518_133713.jpeg,Gabions,Beam,Timber,,,,9.0,,,Steel,,1.25,True,medium (6-20m),standard (0.9-1.5m),,
2105,data/citywide/images/253/99611/78067__AST_EX_20241211_121546.jpeg,True,99611,253,Trail Bridge,Wooden decking on metal beam stringers - 30 feet long X 4 feet wide (9m x 1.25m) - 2 Wooden handrails - abutment with gabions,78067,AST_EX_20241211_121546.jpeg,Gabions,Beam,Timber,,,,9.0,,,Steel,,1.25,True,medium (6-20m),standard (0.9-1.5m),,
2106,data/citywide/images/253/99614/42726__AST_IM_20220518_122843.jpeg,True,99614,253,Trail Bridge,Wooden decking sitting on log stringers - 4ft wide X 30ft long (1.25m x 9.15m) - 2 wooden handrails,42726,AST_IM_20220518_122843.jpeg,Timber,,Timber,,,,9.0,,,Timber,,1.25,True,medium (6-20m),standard (0.9-1.5m),,
2107,data/citywide/images/253/99614/42727__AST_IM_20220518_122654.jpeg,True,99614,253,Trail Bridge,Wooden decking sitting on log stringers - 4ft wide X 30ft long (1.25m x 9.15m) - 2 wooden handrails,42727,AST_IM_20220518_122654.jpeg,Timber,,Timber,,,,9.0,,,Timber,,1.25,True,medium (6-20m),standard (0.9-1.5m),,
2108,data/citywide/images/253/99614/42729__AST_IM_20220518_122712.jpeg,True,99614,253,Trail Bridge,Wooden decking sitting on log stringers - 4ft wide X 30ft long (1.25m x 9.15m) - 2 wooden handrails,42729,AST_IM_20220518_122712.jpeg,Timber,,Timber,,,,9.0,,,Timber,,1.25,True,medium (6-20m),standard (0.9-1.5m),,
2109,data/citywide/images/253/99614/78075__AST_EX_20241211_135900.jpeg,True,99614,253,Trail Bridge,Wooden decking sitting on log stringers - 4ft wide X 30ft long (1.25m x 9.15m) - 2 wooden handrails,78075,AST_EX_20241211_135900.jpeg,Timber,,Timber,,,,9.0,,,Timber,,1.25,True,medium (6-20m),standard (0.9-1.5m),,
2110,data/citywide/images/253/99614/78076__AST_EX_20241211_135846.jpeg,True,99614,253,Trail Bridge,Wooden decking sitting on log stringers - 4ft wide X 30ft long (1.25m x 9.15m) - 2 wooden handrails,78076,AST_EX_20241211_135846.jpeg,Timber,,Timber,,,,9.0,,,Timber,,1.25,True,medium (6-20m),standard (0.9-1.5m),,
2111,data/citywide/images/253/99614/78078__AST_EX_20241211_135756.jpeg,True,99614,253,Trail Bridge,Wooden decking sitting on log stringers - 4ft wide X 30ft long (1.25m x 9.15m) - 2 wooden handrails,78078,AST_EX_20241211_135756.jpeg,Timber,,Timber,,,,9.0,,,Timber,,1.25,True,medium (6-20m),standard (0.9-1.5m),,
2112,data/citywide/images/253/99844/43175__AST_IM_20220527_110127.jpeg,True,99844,253,Trail Bridge,"3 M long foot bridge constructed of wood and metal, has railing. Condition 65",43175,AST_IM_20220527_110127.jpeg,Timber,Beam,Timber,,,,3.0,,,Timber,,1.0,True,short (<6m),standard (0.9-1.5m),,
2113,data/citywide/images/253/100140/63986__AST_EX_20221027_104925.jpeg,True,100140,253,Trail Bridge,,63986,AST_EX_20221027_104925.jpeg,Concrete,Beam,Timber,0.9,,,6.0,,,Timber,,2.5,True,medium (6-20m),wide (>1.5m),low (<1.2m),
2114,data/citywide/images/253/100140/63987__AST_EX_20221027_104858.jpeg,True,100140,253,Trail Bridge,,63987,AST_EX_20221027_104858.jpeg,Concrete,Beam,Timber,0.9,,,6.0,,,Timber,,2.5,True,medium (6-20m),wide (>1.5m),low (<1.2m),
2115,data/citywide/images/253/100140/77910__AST_EX_20241203_155500.jpeg,True,100140,253,Trail Bridge,,77910,AST_EX_20241203_155500.jpeg,Concrete,Beam,Timber,0.9,,,6.0,,,Timber,,2.5,True,medium (6-20m),wide (>1.5m),low (<1.2m),
2116,data/citywide/images/253/100140/77911__AST_EX_20241203_155417.jpeg,True,100140,253,Trail Bridge,,77911,AST_EX_20241203_155417.jpeg,Concrete,Beam,Timber,0.9,,,6.0,,,Timber,,2.5,True,medium (6-20m),wide (>1.5m),low (<1.2m),
2117,data/citywide/images/253/100140/77912__AST_EX_20241203_155411.jpeg,True,100140,253,Trail Bridge,,77912,AST_EX_20241203_155411.jpeg,Concrete,Beam,Timber,0.9,,,6.0,,,Timber,,2.5,True,medium (6-20m),wide (>1.5m),low (<1.2m),
2118,data/citywide/images/253/100140/77918__AST_EX_20241203_155352.jpeg,True,100140,253,Trail Bridge,,77918,AST_EX_20241203_155352.jpeg,Concrete,Beam,Timber,0.9,,,6.0,,,Timber,,2.5,True,medium (6-20m),wide (>1.5m),low (<1.2m),
2119,data/citywide/images/253/100140/91327__AST_EX_20251127_132852.jpeg,True,100140,253,Trail Bridge,,91327,AST_EX_20251127_132852.jpeg,Concrete,Beam,Timber,0.9,,,6.0,,,Timber,,2.5,True,medium (6-20m),wide (>1.5m),low (<1.2m),
2120,data/citywide/images/253/100140/91328__AST_EX_20251127_132943.jpeg,True,100140,253,Trail Bridge,,91328,AST_EX_20251127_132943.jpeg,Concrete,Beam,Timber,0.9,,,6.0,,,Timber,,2.5,True,medium (6-20m),wide (>1.5m),low (<1.2m),
2121,data/citywide/images/253/100181/92612__AST_EX_20260217_155758.jpeg,True,100181,253,Trail Bridge,Condition 75 service 1998 abuttment gabion base wood bridge wood beam length 4m width 1.5m guard rail no hand rail yes access yes trail access no ,92612,AST_EX_20260217_155758.jpeg,Gabions,,Timber,,,,4.0,,,Timber,,1.5,True,short (<6m),wide (>1.5m),,
2122,data/citywide/images/253/100272/92644__AST_EX_20260218_140920.jpeg,True,100272,253,Trail Bridge,"Wooden beam bridge with gabion abutment and handrail, 4m x  1.5m, 2m height",92644,AST_EX_20260218_140920.jpeg,Gabions,Beam,Timber,,,,4.0,,,Timber,,1.5,True,short (<6m),wide (>1.5m),,
2123,data/citywide/images/253/100272/92645__AST_EX_20260218_140858.jpeg,True,100272,253,Trail Bridge,"Wooden beam bridge with gabion abutment and handrail, 4m x  1.5m, 2m height",92645,AST_EX_20260218_140858.jpeg,Gabions,Beam,Timber,,,,4.0,,,Timber,,1.5,True,short (<6m),wide (>1.5m),,
2124,data/citywide/images/253/100347/44047__AST_IM_20220601_123719.jpeg,True,100347,253,Trail Bridge,5 m .5 m long log stringer  1x12 slippery,44047,AST_IM_20220601_123719.jpeg,Timber,Beam,Timber,,,No railings,5.0,,,Timber,,0.5,True,short (<6m),narrow (<0.9m),,
2125,data/citywide/images/253/100347/74872__bridge4.jpg,True,100347,253,Trail Bridge,5 m .5 m long log stringer  1x12 slippery,74872,bridge4.jpg,Timber,Beam,Timber,,,No railings,5.0,,,Timber,,0.5,True,short (<6m),narrow (<0.9m),,
2126,data/citywide/images/253/100348/44046__AST_IM_20220601_123850.jpeg,True,100348,253,Trail Bridge,Log and 1x12 bridge,44046,AST_IM_20220601_123850.jpeg,Timber,Beam,Timber,,,No railings,5.0,,,Timber,,0.5,True,short (<6m),narrow (<0.9m),,
2127,data/citywide/images/253/100348/74867__bridge5.jpg,True,100348,253,Trail Bridge,Log and 1x12 bridge,74867,bridge5.jpg,Timber,Beam,Timber,,,No railings,5.0,,,Timber,,0.5,True,short (<6m),narrow (<0.9m),,
2128,data/citywide/images/253/100446/92627__AST_EX_20260217_152139.jpeg,True,100446,253,Trail Bridge,Condition 70 minor chipping on top handrails. service 1998 gabion with wood beam. Length 3.5m width 1.5m handrails YES access NO route access NO,92627,AST_EX_20260217_152139.jpeg,Gabions,Beam,Timber,,,,3.5,,,Timber,,1.5,True,short (<6m),wide (>1.5m),,
2129,data/citywide/images/253/100446/92628__AST_EX_20260217_152037.jpeg,True,100446,253,Trail Bridge,Condition 70 minor chipping on top handrails. service 1998 gabion with wood beam. Length 3.5m width 1.5m handrails YES access NO route access NO,92628,AST_EX_20260217_152037.jpeg,Gabions,Beam,Timber,,,,3.5,,,Timber,,1.5,True,short (<6m),wide (>1.5m),,
2130,data/citywide/images/253/100475/92624__AST_EX_20260217_152509.jpeg,True,100475,253,Trail Bridge,"trail bridge - old buck trail, 300m south of Baden Powell, wooden frame, wood abutment , 7m long, 1.5m, beam bridge,",92624,AST_EX_20260217_152509.jpeg,Timber,Beam,Timber,,,,7.0,,,Timber,,1.5,True,medium (6-20m),wide (>1.5m),,
2131,data/citywide/images/253/100475/92625__AST_EX_20260217_152448.jpeg,True,100475,253,Trail Bridge,"trail bridge - old buck trail, 300m south of Baden Powell, wooden frame, wood abutment , 7m long, 1.5m, beam bridge,",92625,AST_EX_20260217_152448.jpeg,Timber,Beam,Timber,,,,7.0,,,Timber,,1.5,True,medium (6-20m),wide (>1.5m),,
2132,data/citywide/images/253/100475/92626__AST_EX_20260217_152344.jpeg,True,100475,253,Trail Bridge,"trail bridge - old buck trail, 300m south of Baden Powell, wooden frame, wood abutment , 7m long, 1.5m, beam bridge,",92626,AST_EX_20260217_152344.jpeg,Timber,Beam,Timber,,,,7.0,,,Timber,,1.5,True,medium (6-20m),wide (>1.5m),,
2133,data/citywide/images/253/100751/44505__AST_IM_20220605_121124.jpeg,True,100751,253,Trail Bridge,"Small bridge good condition 90, 1.9m",44505,AST_IM_20220605_121124.jpeg,,,,,,No railings,1.9,,,,,,True,short (<6m),,,
2134,data/citywide/images/253/100752/44501__AST_IM_20220605_122103.jpeg,True,100752,253,Trail Bridge,Good condition | 90 | Approx 7.0m,44501,AST_IM_20220605_122103.jpeg,,,,,,No railings,7.0,,,,,,True,medium (6-20m),,,
2135,data/citywide/images/253/100757/44511__AST_IM_20220603_122949.jpeg,True,100757,253,Trail Bridge,"Condition: 80, wood trail bridge with railings on a metal beam. Some graffiti on hand rails. 13.7 m 1.7 m",44511,AST_IM_20220603_122949.jpeg,Steel,Beam,Timber,,,,,,,Timber,,1.7,False,,wide (>1.5m),,
2136,data/citywide/images/253/100758/44512__AST_IM_20220603_124827.jpeg,True,100758,253,Trail Bridge,Condition: 70 wood foot bridge with wood hand rails on metal beams and cables. There is a crack in the North hand rail. 12.6- 1.7,44512,AST_IM_20220603_124827.jpeg,Steel,Beam,Timber,,,,,,,Timber,,1.7,False,,wide (>1.5m),,
2137,data/citywide/images/253/100826/44780__AST_IM_20220606_123321.jpeg,True,100826,253,Trail Bridge,Boardwalk on Leighton lake trail,44780,AST_IM_20220606_123321.jpeg,,,,,No,No railings,,,,,,,False,,,,
2138,data/citywide/images/253/100826/44781__AST_IM_20220606_123338.jpeg,True,100826,253,Trail Bridge,Boardwalk on Leighton lake trail,44781,AST_IM_20220606_123338.jpeg,,,,,No,No railings,,,,,,,False,,,,
2139,data/citywide/images/253/100837/44779__AST_IM_20220606_123533.jpeg,True,100837,253,Trail Bridge,Boardwalk on Leighton lake trail,44779,AST_IM_20220606_123533.jpeg,,,,,,No railings,,,,,,,False,,,,
2140,data/citywide/images/253/101132/45173__AST_IM_20220607_124950.jpeg,True,101132,253,Trail Bridge,"Wooden trail bridge, 8m long x 1.5 m wide, 1m high, handrails",45173,AST_IM_20220607_124950.jpeg,,Beam,Timber,,,,8.0,,,,,1.5,True,medium (6-20m),wide (>1.5m),,
2141,data/citywide/images/253/101132/78080__AST_EX_20241211_132206.jpeg,True,101132,253,Trail Bridge,"Wooden trail bridge, 8m long x 1.5 m wide, 1m high, handrails",78080,AST_EX_20241211_132206.jpeg,,Beam,Timber,,,,8.0,,,,,1.5,True,medium (6-20m),wide (>1.5m),,
2142,data/citywide/images/253/101132/78085__AST_EX_20241211_132243.jpeg,True,101132,253,Trail Bridge,"Wooden trail bridge, 8m long x 1.5 m wide, 1m high, handrails",78085,AST_EX_20241211_132243.jpeg,,Beam,Timber,,,,8.0,,,,,1.5,True,medium (6-20m),wide (>1.5m),,
